forecast_id,store_id,store_name,neighborhood,store_type,date,day_of_week,hour,forecast_orders,forecast_drinks,forecast_food_items,actual_orders,actual_drinks,actual_food_items,forecast_error_pct,weather_condition,temperature_f,local_event_flag,event_type,season,demand_level
FC0001256,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-06-24,Monday,13,182,141,41,170,131,39,-6.59,Sunny,74,No,None,Summer,Very High
FC0001257,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-06-24,Monday,17,139,94,45,145,100,45,4.32,Sunny,74,No,None,Summer,Very High
FC0001258,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-06-24,Monday,18,88,67,21,87,57,30,-1.14,Sunny,74,No,None,Summer,High
FC0001259,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-06-24,Monday,20,22,16,6,22,17,5,0.0,Sunny,74,No,None,Summer,Low
FC0001260,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-06-24,Monday,21,26,18,8,25,17,8,-3.85,Sunny,74,No,None,Summer,Low
FC0001261,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-01,Monday,7,97,69,28,92,64,28,-5.15,Marine Layer,76,No,None,Summer,High
FC0001262,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-01,Monday,8,150,105,45,138,102,36,-8.0,Marine Layer,76,No,None,Summer,Very High
FC0001263,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-01,Monday,9,139,107,32,135,98,37,-2.88,Marine Layer,76,No,None,Summer,Very High
FC0001264,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-01,Monday,10,127,90,37,119,81,38,-6.3,Marine Layer,76,No,None,Summer,Very High
FC0001265,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-01,Monday,13,169,129,40,187,139,48,10.65,Marine Layer,76,No,None,Summer,Very High
FC0001266,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-01,Monday,15,90,61,29,84,66,18,-6.67,Marine Layer,76,No,None,Summer,High
FC0001267,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-01,Monday,16,175,124,51,190,136,54,8.57,Marine Layer,76,No,None,Summer,Very High
FC0001268,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-01,Monday,17,156,118,38,146,109,37,-6.41,Marine Layer,76,No,None,Summer,Very High
FC0001269,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-01,Monday,18,51,39,12,54,38,16,5.88,Marine Layer,76,No,None,Summer,Moderate
FC0001270,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-01,Monday,21,19,14,5,19,12,7,0.0,Marine Layer,76,No,None,Summer,Low
FC0001271,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-08,Monday,9,175,131,44,180,140,40,2.86,Marine Layer,76,Yes,UCSD Finals Week,Summer,Very High
FC0001272,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-08,Monday,11,150,116,34,151,105,46,0.67,Marine Layer,76,Yes,UCSD Finals Week,Summer,Very High
FC0001273,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-08,Monday,13,209,153,56,221,169,52,5.74,Marine Layer,76,Yes,UCSD Finals Week,Summer,Very High
FC0001274,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-08,Monday,14,198,145,53,198,156,42,0.0,Marine Layer,76,Yes,UCSD Finals Week,Summer,Very High
FC0001275,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-08,Monday,15,114,81,33,107,83,24,-6.14,Marine Layer,76,Yes,UCSD Finals Week,Summer,Very High
FC0001276,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-08,Monday,16,110,79,31,105,81,24,-4.55,Marine Layer,76,Yes,UCSD Finals Week,Summer,Very High
FC0001277,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-08,Monday,17,104,77,27,96,67,29,-7.69,Marine Layer,76,Yes,UCSD Finals Week,Summer,High
FC0001278,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-08,Monday,19,65,45,20,57,44,13,-12.31,Marine Layer,76,Yes,UCSD Finals Week,Summer,Moderate
FC0001279,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-08,Monday,20,42,31,11,46,36,10,9.52,Marine Layer,76,Yes,UCSD Finals Week,Summer,Moderate
FC0001280,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-08,Monday,21,28,21,7,27,19,8,-3.57,Marine Layer,76,Yes,UCSD Finals Week,Summer,Low
FC0001281,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-15,Monday,7,118,81,37,124,85,39,5.08,Sunny,73,No,None,Summer,Very High
FC0001282,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-15,Monday,8,104,77,27,117,84,33,12.5,Sunny,73,No,None,Summer,Very High
FC0001283,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-15,Monday,9,148,108,40,147,114,33,-0.68,Sunny,73,No,None,Summer,Very High
FC0001284,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-15,Monday,10,72,49,23,76,59,17,5.56,Sunny,73,No,None,Summer,High
FC0001285,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-15,Monday,11,85,64,21,82,63,19,-3.53,Sunny,73,No,None,Summer,High
FC0001286,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-15,Monday,12,87,60,27,92,61,31,5.75,Sunny,73,No,None,Summer,High
FC0001287,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-15,Monday,13,142,103,39,160,109,51,12.68,Sunny,73,No,None,Summer,Very High
FC0001288,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-15,Monday,16,115,83,32,115,81,34,0.0,Sunny,73,No,None,Summer,Very High
FC0001289,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-15,Monday,20,39,29,10,36,25,11,-7.69,Sunny,73,No,None,Summer,Moderate
FC0001290,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-15,Monday,21,26,17,9,23,15,8,-11.54,Sunny,73,No,None,Summer,Low
FC0001291,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-22,Monday,6,36,27,9,37,28,9,2.78,Overcast,76,No,None,Summer,Moderate
FC0001292,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-22,Monday,7,116,80,36,121,85,36,4.31,Overcast,76,No,None,Summer,Very High
FC0001293,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-22,Monday,8,115,89,26,114,81,33,-0.87,Overcast,76,No,None,Summer,Very High
FC0001294,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-22,Monday,11,93,65,28,90,61,29,-3.23,Overcast,76,No,None,Summer,High
FC0001295,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-22,Monday,13,100,73,27,101,69,32,1.0,Overcast,76,No,None,Summer,Very High
FC0001296,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-22,Monday,15,80,56,24,71,48,23,-11.25,Overcast,76,No,None,Summer,High
FC0001297,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-22,Monday,17,109,82,27,121,80,41,11.01,Overcast,76,No,None,Summer,Very High
FC0001298,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-22,Monday,19,36,27,9,41,31,10,13.89,Overcast,76,No,None,Summer,Moderate
FC0001299,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-22,Monday,20,40,28,12,41,30,11,2.5,Overcast,76,No,None,Summer,Moderate
FC0001300,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-22,Monday,21,18,13,5,16,11,5,-11.11,Overcast,76,No,None,Summer,Low
FC0001301,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-29,Monday,9,179,128,51,179,123,56,0.0,Sunny,75,Yes,UCSD Finals Week,Summer,Very High
FC0001302,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-29,Monday,11,101,71,30,105,77,28,3.96,Sunny,75,Yes,UCSD Finals Week,Summer,Very High
FC0001303,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-29,Monday,13,123,88,35,132,91,41,7.32,Sunny,75,Yes,UCSD Finals Week,Summer,Very High
FC0001304,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-29,Monday,14,191,144,47,165,117,48,-13.61,Sunny,75,Yes,UCSD Finals Week,Summer,Very High
FC0001305,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-29,Monday,15,165,119,46,182,125,57,10.3,Sunny,75,Yes,UCSD Finals Week,Summer,Very High
FC0001306,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-29,Monday,16,187,132,55,209,161,48,11.76,Sunny,75,Yes,UCSD Finals Week,Summer,Very High
FC0001307,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-29,Monday,17,205,145,60,227,152,75,10.73,Sunny,75,Yes,UCSD Finals Week,Summer,Very High
FC0001308,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-29,Monday,19,78,59,19,85,63,22,8.97,Sunny,75,Yes,UCSD Finals Week,Summer,High
FC0001309,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-29,Monday,20,27,20,7,26,19,7,-3.7,Sunny,75,Yes,UCSD Finals Week,Summer,Low
FC0001310,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-29,Monday,21,22,16,6,20,13,7,-9.09,Sunny,75,Yes,UCSD Finals Week,Summer,Low
FC0001311,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-05,Monday,6,27,20,7,26,20,6,-3.7,Sunny,81,No,None,Summer,Low
FC0001312,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-05,Monday,10,96,68,28,97,70,27,1.04,Sunny,81,No,None,Summer,High
FC0001313,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-05,Monday,11,124,91,33,117,87,30,-5.65,Sunny,81,No,None,Summer,Very High
FC0001314,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-05,Monday,12,81,60,21,71,48,23,-12.35,Sunny,81,No,None,Summer,High
FC0001315,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-05,Monday,13,119,86,33,137,105,32,15.13,Sunny,81,No,None,Summer,Very High
FC0001316,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-05,Monday,16,106,81,25,121,84,37,14.15,Sunny,81,No,None,Summer,Very High
FC0001317,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-05,Monday,17,113,78,35,125,90,35,10.62,Sunny,81,No,None,Summer,Very High
FC0001318,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-05,Monday,19,42,31,11,40,29,11,-4.76,Sunny,81,No,None,Summer,Moderate
FC0001319,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-05,Monday,20,25,17,8,29,19,10,16.0,Sunny,81,No,None,Summer,Low
FC0001320,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-05,Monday,21,15,10,5,15,10,5,0.0,Sunny,81,No,None,Summer,Low
FC0001321,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-12,Monday,6,36,25,11,38,30,8,5.56,Light Rain,77,No,None,Summer,Moderate
FC0001322,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-12,Monday,7,95,69,26,95,69,26,0.0,Light Rain,77,No,None,Summer,High
FC0001323,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-12,Monday,8,126,95,31,125,83,42,-0.79,Light Rain,77,No,None,Summer,Very High
FC0001324,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-12,Monday,14,169,119,50,182,134,48,7.69,Light Rain,77,No,None,Summer,Very High
FC0001325,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-12,Monday,15,100,72,28,106,74,32,6.0,Light Rain,77,No,None,Summer,Very High
FC0001326,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-12,Monday,16,123,85,38,124,92,32,0.81,Light Rain,77,No,None,Summer,Very High
FC0001327,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-12,Monday,17,144,107,37,137,109,28,-4.86,Light Rain,77,No,None,Summer,Very High
FC0001328,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-12,Monday,18,89,64,25,97,66,31,8.99,Light Rain,77,No,None,Summer,High
FC0001329,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-12,Monday,20,20,15,5,20,14,6,0.0,Light Rain,77,No,None,Summer,Low
FC0001330,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-12,Monday,21,16,11,5,16,11,5,0.0,Light Rain,77,No,None,Summer,Low
FC0001331,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-19,Monday,6,37,26,11,38,25,13,2.7,Sunny,83,No,None,Summer,Moderate
FC0001332,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-19,Monday,7,74,50,24,75,57,18,1.35,Sunny,83,No,None,Summer,High
FC0001333,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-19,Monday,10,137,103,34,125,93,32,-8.76,Sunny,83,No,None,Summer,Very High
FC0001334,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-19,Monday,11,64,48,16,58,40,18,-9.38,Sunny,83,No,None,Summer,Moderate
FC0001335,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-19,Monday,14,180,128,52,178,121,57,-1.11,Sunny,83,No,None,Summer,Very High
FC0001336,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-19,Monday,15,116,87,29,101,78,23,-12.93,Sunny,83,No,None,Summer,Very High
FC0001337,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-19,Monday,18,92,67,25,90,59,31,-2.17,Sunny,83,No,None,Summer,High
FC0001338,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-19,Monday,19,57,43,14,53,38,15,-7.02,Sunny,83,No,None,Summer,Moderate
FC0001339,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-19,Monday,20,30,23,7,24,16,8,-20.0,Sunny,83,No,None,Summer,Low
FC0001340,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-19,Monday,21,22,15,7,20,14,6,-9.09,Sunny,83,No,None,Summer,Low
FC0001341,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-26,Monday,6,39,29,10,38,26,12,-2.56,Overcast,83,No,None,Summer,Moderate
FC0001342,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-26,Monday,7,101,72,29,103,72,31,1.98,Overcast,83,No,None,Summer,Very High
FC0001343,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-26,Monday,10,80,57,23,81,57,24,1.25,Overcast,83,No,None,Summer,High
FC0001344,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-26,Monday,12,125,88,37,130,94,36,4.0,Overcast,83,No,None,Summer,Very High
FC0001345,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-26,Monday,13,126,95,31,154,109,45,22.22,Overcast,83,No,None,Summer,Very High
FC0001346,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-26,Monday,14,106,80,26,106,72,34,0.0,Overcast,83,No,None,Summer,Very High
FC0001347,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-26,Monday,16,184,134,50,198,131,67,7.61,Overcast,83,No,None,Summer,Very High
FC0001348,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-26,Monday,17,90,64,26,97,65,32,7.78,Overcast,83,No,None,Summer,High
FC0001349,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-26,Monday,18,78,53,25,74,54,20,-5.13,Overcast,83,No,None,Summer,High
FC0001350,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-26,Monday,19,53,37,16,52,39,13,-1.89,Overcast,83,No,None,Summer,Moderate
FC0001351,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-02,Monday,9,114,83,31,128,100,28,12.28,Partly Cloudy,78,No,None,Fall,Very High
FC0001352,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-02,Monday,10,90,68,22,99,74,25,10.0,Partly Cloudy,78,No,None,Fall,High
FC0001353,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-02,Monday,11,67,47,20,73,53,20,8.96,Partly Cloudy,78,No,None,Fall,High
FC0001354,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-02,Monday,12,163,119,44,160,106,54,-1.84,Partly Cloudy,78,No,None,Fall,Very High
FC0001355,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-02,Monday,13,136,98,38,145,101,44,6.62,Partly Cloudy,78,No,None,Fall,Very High
FC0001356,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-02,Monday,14,141,97,44,136,97,39,-3.55,Partly Cloudy,78,No,None,Fall,Very High
FC0001357,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-02,Monday,16,124,87,37,118,86,32,-4.84,Partly Cloudy,78,No,None,Fall,Very High
FC0001358,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-02,Monday,17,122,94,28,112,87,25,-8.2,Partly Cloudy,78,No,None,Fall,Very High
FC0001359,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-02,Monday,19,31,22,9,34,23,11,9.68,Partly Cloudy,78,No,None,Fall,Moderate
FC0001360,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-02,Monday,20,28,20,8,23,15,8,-17.86,Partly Cloudy,78,No,None,Fall,Low
FC0001361,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-09,Monday,6,43,32,11,45,32,13,4.65,Sunny,77,No,None,Fall,Moderate
FC0001362,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-09,Monday,9,158,108,50,161,116,45,1.9,Sunny,77,No,None,Fall,Very High
FC0001363,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-09,Monday,11,137,105,32,134,104,30,-2.19,Sunny,77,No,None,Fall,Very High
FC0001364,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-09,Monday,12,142,110,32,142,99,43,0.0,Sunny,77,No,None,Fall,Very High
FC0001365,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-09,Monday,13,160,124,36,168,132,36,5.0,Sunny,77,No,None,Fall,Very High
FC0001366,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-09,Monday,16,114,87,27,112,81,31,-1.75,Sunny,77,No,None,Fall,Very High
FC0001367,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-09,Monday,17,122,92,30,134,103,31,9.84,Sunny,77,No,None,Fall,Very High
FC0001368,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-09,Monday,18,75,55,20,74,56,18,-1.33,Sunny,77,No,None,Fall,High
FC0001369,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-09,Monday,20,26,17,9,26,19,7,0.0,Sunny,77,No,None,Fall,Low
FC0001370,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-09,Monday,21,18,12,6,18,13,5,0.0,Sunny,77,No,None,Fall,Low
FC0001371,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-16,Monday,8,174,134,40,163,125,38,-6.32,Sunny,80,No,None,Fall,Very High
FC0001372,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-16,Monday,10,74,53,21,84,65,19,13.51,Sunny,80,No,None,Fall,High
FC0001373,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-16,Monday,11,92,71,21,90,63,27,-2.17,Sunny,80,No,None,Fall,High
FC0001374,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-16,Monday,13,156,110,46,163,126,37,4.49,Sunny,80,No,None,Fall,Very High
FC0001375,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-16,Monday,14,163,116,47,148,104,44,-9.2,Sunny,80,No,None,Fall,Very High
FC0001376,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-16,Monday,16,99,71,28,93,64,29,-6.06,Sunny,80,No,None,Fall,High
FC0001377,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-16,Monday,17,141,98,43,123,98,25,-12.77,Sunny,80,No,None,Fall,Very High
FC0001378,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-16,Monday,18,60,45,15,56,39,17,-6.67,Sunny,80,No,None,Fall,Moderate
FC0001379,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-16,Monday,20,29,22,7,24,17,7,-17.24,Sunny,80,No,None,Fall,Low
FC0001380,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-16,Monday,21,25,18,7,26,19,7,4.0,Sunny,80,No,None,Fall,Low
FC0001381,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-23,Monday,7,74,51,23,76,55,21,2.7,Overcast,74,No,None,Fall,High
FC0001382,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-23,Monday,9,116,88,28,123,88,35,6.03,Overcast,74,No,None,Fall,Very High
FC0001383,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-23,Monday,11,70,53,17,80,59,21,14.29,Overcast,74,No,None,Fall,High
FC0001384,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-23,Monday,12,157,111,46,143,104,39,-8.92,Overcast,74,No,None,Fall,Very High
FC0001385,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-23,Monday,13,133,96,37,136,89,47,2.26,Overcast,74,No,None,Fall,Very High
FC0001386,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-23,Monday,14,138,107,31,133,94,39,-3.62,Overcast,74,No,None,Fall,Very High
FC0001387,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-23,Monday,17,144,105,39,145,108,37,0.69,Overcast,74,No,None,Fall,Very High
FC0001388,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-23,Monday,18,72,51,21,62,44,18,-13.89,Overcast,74,No,None,Fall,High
FC0001389,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-23,Monday,19,56,40,16,52,35,17,-7.14,Overcast,74,No,None,Fall,Moderate
FC0001390,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-23,Monday,20,25,17,8,25,18,7,0.0,Overcast,74,No,None,Fall,Low
FC0001391,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-30,Monday,6,43,30,13,46,31,15,6.98,Overcast,75,No,None,Fall,Moderate
FC0001392,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-30,Monday,7,95,70,25,115,76,39,21.05,Overcast,75,No,None,Fall,Very High
FC0001393,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-30,Monday,9,128,90,38,147,113,34,14.84,Overcast,75,No,None,Fall,Very High
FC0001394,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-30,Monday,10,84,59,25,82,61,21,-2.38,Overcast,75,No,None,Fall,High
FC0001395,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-30,Monday,12,100,70,30,92,70,22,-8.0,Overcast,75,No,None,Fall,High
FC0001396,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-30,Monday,13,190,134,56,171,113,58,-10.0,Overcast,75,No,None,Fall,Very High
FC0001397,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-30,Monday,14,184,136,48,179,120,59,-2.72,Overcast,75,No,None,Fall,Very High
FC0001398,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-30,Monday,16,121,87,34,116,84,32,-4.13,Overcast,75,No,None,Fall,Very High
FC0001399,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-30,Monday,17,162,124,38,158,111,47,-2.47,Overcast,75,No,None,Fall,Very High
FC0001400,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-09-30,Monday,20,32,24,8,32,25,7,0.0,Overcast,75,No,None,Fall,Moderate
FC0001401,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-07,Monday,6,20,15,5,19,13,6,-5.0,Partly Cloudy,71,No,None,Fall,Low
FC0001402,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-07,Monday,7,121,91,30,127,89,38,4.96,Partly Cloudy,71,No,None,Fall,Very High
FC0001403,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-07,Monday,10,71,51,20,73,53,20,2.82,Partly Cloudy,71,No,None,Fall,High
FC0001404,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-07,Monday,11,120,88,32,116,80,36,-3.33,Partly Cloudy,71,No,None,Fall,Very High
FC0001405,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-07,Monday,13,112,83,29,113,86,27,0.89,Partly Cloudy,71,No,None,Fall,Very High
FC0001406,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-07,Monday,14,183,138,45,177,133,44,-3.28,Partly Cloudy,71,No,None,Fall,Very High
FC0001407,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-07,Monday,15,113,86,27,110,80,30,-2.65,Partly Cloudy,71,No,None,Fall,Very High
FC0001408,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-07,Monday,17,81,58,23,79,54,25,-2.47,Partly Cloudy,71,No,None,Fall,High
FC0001409,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-07,Monday,18,85,61,24,80,55,25,-5.88,Partly Cloudy,71,No,None,Fall,High
FC0001410,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-07,Monday,20,26,19,7,25,19,6,-3.85,Partly Cloudy,71,No,None,Fall,Low
FC0001411,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-14,Monday,6,27,19,8,28,20,8,3.7,Partly Cloudy,74,No,None,Fall,Low
FC0001412,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-14,Monday,7,103,75,28,102,73,29,-0.97,Partly Cloudy,74,No,None,Fall,Very High
FC0001413,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-14,Monday,9,149,115,34,128,101,27,-14.09,Partly Cloudy,74,No,None,Fall,Very High
FC0001414,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-14,Monday,13,136,99,37,155,123,32,13.97,Partly Cloudy,74,No,None,Fall,Very High
FC0001415,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-14,Monday,14,160,118,42,165,130,35,3.12,Partly Cloudy,74,No,None,Fall,Very High
FC0001416,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-14,Monday,15,169,122,47,169,113,56,0.0,Partly Cloudy,74,No,None,Fall,Very High
FC0001417,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-14,Monday,16,163,117,46,169,120,49,3.68,Partly Cloudy,74,No,None,Fall,Very High
FC0001418,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-14,Monday,17,162,111,51,177,139,38,9.26,Partly Cloudy,74,No,None,Fall,Very High
FC0001419,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-14,Monday,19,37,28,9,44,34,10,18.92,Partly Cloudy,74,No,None,Fall,Moderate
FC0001420,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-14,Monday,20,28,20,8,28,21,7,0.0,Partly Cloudy,74,No,None,Fall,Low
FC0001421,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-21,Monday,6,37,27,10,39,28,11,5.41,Sunny,72,No,None,Fall,Moderate
FC0001422,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-21,Monday,8,117,85,32,130,86,44,11.11,Sunny,72,No,None,Fall,Very High
FC0001423,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-21,Monday,9,124,92,32,134,95,39,8.06,Sunny,72,No,None,Fall,Very High
