inventory_id,store_id,store_name,neighborhood,date,ingredient,ingredient_category,opening_stock_units,received_units,used_units,closing_stock_units,reorder_point,spoilage_units,forecasted_usage_units,usage_variance_pct,stock_status,inventory_flag,supplier_delay_flag
INV0002295,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-07,Caramel Sauce,Syrups & Sauces,84,78,52,110,41,0,58,-10.34,Healthy,neutral,No
INV0002296,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-07,Pumpkin Spice Syrup,Syrups & Sauces,133,0,72,61,67,0,73,-1.37,Low,neutral,No
INV0002297,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-07,Blueberry Mix,Bakery Ingredients,43,0,24,19,21,0,28,-14.29,Low,neutral,No
INV0002298,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-07,Espresso Beans,Coffee & Tea,723,0,253,470,207,0,280,-9.64,Healthy,neutral,No
INV0002299,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-07,Cold Brew Concentrate,Coffee & Tea,748,0,268,480,212,0,265,1.13,Healthy,neutral,No
INV0002300,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-07,Turkey Slices,Food Ingredients,34,13,13,34,10,0,12,8.33,Overstocked,neutral,No
INV0002301,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Espresso Beans,Coffee & Tea,600,0,290,310,221,0,300,-3.33,Healthy,neutral,No
INV0002302,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Whole Milk,Dairy,601,0,333,268,218,0,224,48.66,Healthy,neutral,No
INV0002303,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Oat Milk,Dairy Alternative,235,157,111,281,84,0,97,14.43,Overstocked,neutral,No
INV0002304,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Whipped Cream,Dairy,211,154,114,251,82,0,105,8.57,Overstocked,neutral,No
INV0002305,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Caramel Sauce,Syrups & Sauces,56,0,21,35,18,0,24,-12.5,Healthy,neutral,No
INV0002306,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Blueberry Mix,Bakery Ingredients,85,0,56,29,42,0,60,-6.67,Low,neutral,No
INV0002307,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Vanilla Syrup,Syrups & Sauces,245,0,93,152,73,0,104,-10.58,Healthy,neutral,No
INV0002308,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Ice,Other,127,0,57,70,48,0,63,-9.52,Healthy,neutral,No
INV0002309,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Strawberry Acai Base,Specialty,48,27,17,58,14,0,16,6.25,Overstocked,neutral,No
INV0002310,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Almond Milk,Dairy Alternative,201,100,67,234,53,0,64,4.69,Overstocked,promote,No
INV0002311,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Hazelnut Syrup,Syrups & Sauces,180,65,69,176,52,0,63,9.52,Overstocked,neutral,No
INV0002312,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Bacon,Food Ingredients,42,40,19,63,21,0,30,-36.67,Healthy,neutral,No
INV0002313,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Turkey Slices,Food Ingredients,18,11,13,16,8,0,11,18.18,Healthy,neutral,No
INV0002314,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Chai Concentrate,Coffee & Tea,201,0,79,122,66,0,83,-4.82,Healthy,neutral,No
INV0002315,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,2% Milk,Dairy,574,0,217,357,192,0,253,-14.23,Healthy,neutral,No
INV0002316,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Mocha Sauce,Syrups & Sauces,93,0,53,40,42,0,59,-10.17,Low,neutral,No
INV0002317,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Croissant Dough,Bakery Ingredients,89,73,46,116,39,0,48,-4.17,Healthy,neutral,No
INV0002318,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Sandwich Bread,Food Ingredients,43,0,12,31,12,0,12,0.0,Healthy,neutral,No
INV0002319,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Matcha Powder,Coffee & Tea,148,0,84,64,68,0,85,-1.18,Low,neutral,No
INV0002320,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Eggs,Food Ingredients,35,14,14,35,11,0,12,16.67,Overstocked,neutral,No
INV0002321,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Frappuccino Base,Specialty,37,30,18,49,16,0,17,5.88,Overstocked,neutral,No
INV0002322,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Pumpkin Spice Syrup,Syrups & Sauces,199,81,88,192,64,0,86,2.33,Healthy,neutral,No
INV0002323,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Napkins,Supplies,1275,476,453,1298,380,0,439,3.19,Overstocked,promote,No
INV0002324,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Dragonfruit Powder,Specialty,171,100,55,216,53,0,69,-20.29,Overstocked,promote,No
INV0002325,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-10,Straws,Supplies,320,0,140,180,112,0,132,6.06,Healthy,neutral,No
INV0002326,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Caramel Sauce,Syrups & Sauces,89,0,51,38,38,0,46,10.87,Healthy,neutral,No
INV0002327,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Napkins,Supplies,708,405,233,880,216,0,312,-25.32,Overstocked,promote,No
INV0002328,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Bacon,Food Ingredients,35,17,20,32,13,0,18,11.11,Healthy,neutral,No
INV0002329,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Ice,Other,69,0,36,33,25,0,32,12.5,Healthy,neutral,No
INV0002330,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Pumpkin Spice Syrup,Syrups & Sauces,74,26,31,69,20,0,27,14.81,Overstocked,neutral,No
INV0002331,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Croissant Dough,Bakery Ingredients,82,0,51,31,36,0,42,21.43,Low,neutral,No
INV0002332,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Strawberry Acai Base,Specialty,161,67,77,151,53,0,78,-1.28,Healthy,neutral,No
INV0002333,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Vanilla Syrup,Syrups & Sauces,83,0,48,35,32,0,41,17.07,Healthy,neutral,No
INV0002334,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Hazelnut Syrup,Syrups & Sauces,106,0,62,44,36,0,45,37.78,Healthy,neutral,No
INV0002335,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Sandwich Bread,Food Ingredients,60,36,32,64,28,0,40,-20.0,Healthy,neutral,No
INV0002336,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Paper Cups,Supplies,1088,0,392,696,309,0,346,13.29,Healthy,neutral,No
INV0002337,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Dragonfruit Powder,Specialty,55,0,32,23,24,0,29,10.34,Low,neutral,No
INV0002338,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Espresso Beans,Coffee & Tea,491,0,179,312,135,0,186,-3.76,Healthy,neutral,No
INV0002339,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Chai Concentrate,Coffee & Tea,270,129,170,229,103,0,120,41.67,Healthy,neutral,No
INV0002340,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Almond Milk,Dairy Alternative,168,96,101,163,76,0,104,-2.88,Healthy,neutral,No
INV0002341,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Turkey Slices,Food Ingredients,24,0,11,13,8,0,12,-8.33,Healthy,neutral,No
INV0002342,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Whipped Cream,Dairy,446,0,157,289,120,0,168,-6.55,Healthy,neutral,No
INV0002343,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Oat Milk,Dairy Alternative,263,148,120,291,118,0,152,-21.05,Healthy,neutral,No
INV0002344,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Eggs,Food Ingredients,104,54,36,122,28,0,30,20.0,Overstocked,neutral,No
INV0002345,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Frappuccino Base,Specialty,172,120,100,192,64,0,92,8.7,Healthy,neutral,No
INV0002346,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,2% Milk,Dairy,847,351,344,854,280,0,296,16.22,Overstocked,neutral,No
INV0002347,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Matcha Powder,Coffee & Tea,463,376,273,566,200,0,271,0.74,Healthy,neutral,No
INV0002348,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Blueberry Mix,Bakery Ingredients,50,0,29,21,24,0,30,-3.33,Low,neutral,No
INV0002349,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Spinach,Food Ingredients,92,51,30,113,27,0,36,-16.67,Overstocked,promote,No
INV0002350,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-23,Mocha Sauce,Syrups & Sauces,59,0,28,31,22,0,31,-9.68,Healthy,neutral,No
INV0002351,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Vanilla Syrup,Syrups & Sauces,73,0,28,45,20,0,25,12.0,Healthy,neutral,No
INV0002352,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Oat Milk,Dairy Alternative,332,0,117,215,92,0,115,1.74,Healthy,neutral,No
INV0002353,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Croissant Dough,Bakery Ingredients,60,0,33,27,25,0,31,6.45,Healthy,neutral,No
INV0002354,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Blueberry Mix,Bakery Ingredients,82,0,44,38,32,0,41,7.32,Healthy,neutral,No
INV0002355,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Almond Milk,Dairy Alternative,214,0,102,112,81,0,99,3.03,Healthy,neutral,No
INV0002356,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Whole Milk,Dairy,566,290,275,581,232,0,256,7.42,Healthy,neutral,No
INV0002357,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Frappuccino Base,Specialty,95,49,33,111,26,0,34,-2.94,Overstocked,promote,No
INV0002358,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Dragonfruit Powder,Specialty,131,57,48,140,45,0,52,-7.69,Overstocked,promote,No
INV0002359,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Turkey Slices,Food Ingredients,38,22,19,41,17,0,21,-9.52,Healthy,neutral,No
INV0002360,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Ice,Other,151,62,60,153,49,0,67,-10.45,Overstocked,promote,No
INV0002361,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Caramel Sauce,Syrups & Sauces,288,0,90,198,77,0,89,1.12,Healthy,neutral,No
INV0002362,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Matcha Powder,Coffee & Tea,439,0,152,287,158,0,199,-23.62,Healthy,neutral,No
INV0002363,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Paper Cups,Supplies,624,0,440,184,320,0,428,2.8,Low,neutral,No
INV0002364,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Sandwich Bread,Food Ingredients,75,0,27,48,20,0,25,8.0,Healthy,neutral,No
INV0002365,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Spinach,Food Ingredients,109,0,44,65,35,0,44,0.0,Healthy,neutral,No
INV0002366,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Hazelnut Syrup,Syrups & Sauces,195,138,68,265,73,0,88,-22.73,Overstocked,promote,No
INV0002367,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,2% Milk,Dairy,569,0,346,223,236,0,367,-5.72,Low,neutral,No
INV0002368,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Napkins,Supplies,421,180,192,409,144,0,146,31.51,Healthy,neutral,No
INV0002369,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Chai Concentrate,Coffee & Tea,490,258,168,580,137,0,189,-11.11,Overstocked,promote,No
INV0002370,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Bacon,Food Ingredients,63,0,40,23,24,0,32,25.0,Low,neutral,No
INV0002371,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Mocha Sauce,Syrups & Sauces,80,0,29,51,24,0,24,20.83,Healthy,neutral,No
INV0002372,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Cold Brew Concentrate,Coffee & Tea,723,447,273,897,238,0,320,-14.69,Overstocked,promote,No
INV0002373,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Strawberry Acai Base,Specialty,133,0,75,58,51,0,56,33.93,Healthy,neutral,No
INV0002374,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Pumpkin Spice Syrup,Syrups & Sauces,186,91,107,170,72,0,78,37.18,Healthy,neutral,No
INV0002375,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-01-25,Straws,Supplies,511,403,223,691,215,0,296,-24.66,Overstocked,promote,No
INV0002376,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Strawberry Acai Base,Specialty,118,42,39,121,33,0,42,-7.14,Overstocked,promote,No
INV0002377,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Napkins,Supplies,1181,0,504,677,327,0,443,13.77,Healthy,neutral,No
INV0002378,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Hazelnut Syrup,Syrups & Sauces,144,0,56,88,40,0,54,3.7,Healthy,neutral,No
INV0002379,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Dragonfruit Powder,Specialty,30,10,9,31,8,0,8,12.5,Overstocked,neutral,No
INV0002380,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Croissant Dough,Bakery Ingredients,81,54,37,98,28,0,39,-5.13,Overstocked,promote,No
INV0002381,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Mocha Sauce,Syrups & Sauces,97,0,36,61,32,0,42,-14.29,Healthy,neutral,No
INV0002382,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Cold Brew Concentrate,Coffee & Tea,665,0,268,397,182,0,219,22.37,Healthy,neutral,No
INV0002383,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Caramel Sauce,Syrups & Sauces,265,0,68,197,76,0,85,-20.0,Healthy,neutral,No
INV0002384,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Frappuccino Base,Specialty,140,64,55,149,51,0,55,0.0,Healthy,neutral,No
INV0002385,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,2% Milk,Dairy,243,0,88,151,91,4,126,-30.16,Healthy,neutral,No
INV0002386,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Almond Milk,Dairy Alternative,281,0,112,169,80,0,84,33.33,Healthy,neutral,No
INV0002387,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Chai Concentrate,Coffee & Tea,563,0,228,335,161,0,195,16.92,Healthy,neutral,No
INV0002388,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Espresso Beans,Coffee & Tea,270,177,192,255,141,0,173,10.98,Healthy,neutral,No
INV0002389,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Spinach,Food Ingredients,121,0,45,76,32,0,43,4.65,Healthy,neutral,No
INV0002390,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Whipped Cream,Dairy,382,0,217,165,191,0,194,11.86,Low,neutral,No
INV0002391,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Turkey Slices,Food Ingredients,60,30,24,66,24,0,32,-25.0,Healthy,neutral,No
INV0002392,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Paper Cups,Supplies,324,0,108,216,104,0,127,-14.96,Healthy,neutral,No
INV0002393,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Vanilla Syrup,Syrups & Sauces,118,0,53,65,43,0,59,-10.17,Healthy,neutral,No
INV0002394,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Ice,Other,43,0,16,27,13,0,15,6.67,Healthy,neutral,No
INV0002395,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Matcha Powder,Coffee & Tea,311,226,134,403,120,0,163,-17.79,Overstocked,promote,No
INV0002396,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Bacon,Food Ingredients,88,36,33,91,28,0,34,-2.94,Overstocked,promote,No
INV0002397,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Pumpkin Spice Syrup,Syrups & Sauces,163,105,77,191,56,0,85,-9.41,Overstocked,promote,No
INV0002398,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Eggs,Food Ingredients,51,0,31,20,26,0,31,0.0,Low,neutral,No
INV0002399,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Straws,Supplies,484,0,181,303,150,0,194,-6.7,Healthy,neutral,No
INV0002400,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-17,Whole Milk,Dairy,455,0,183,272,176,0,241,-24.07,Healthy,neutral,No
INV0002401,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Whipped Cream,Dairy,859,0,285,574,269,0,385,-25.97,Healthy,neutral,No
INV0002402,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Croissant Dough,Bakery Ingredients,91,0,32,59,25,0,33,-3.03,Healthy,neutral,No
INV0002403,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Dragonfruit Powder,Specialty,46,0,29,17,19,0,22,31.82,Low,neutral,No
INV0002404,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Whole Milk,Dairy,407,0,163,244,132,0,146,11.64,Healthy,neutral,No
INV0002405,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Ice,Other,69,52,32,89,28,0,30,6.67,Overstocked,neutral,No
INV0002406,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Straws,Supplies,203,106,113,196,84,0,97,16.49,Healthy,neutral,No
INV0002407,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Pumpkin Spice Syrup,Syrups & Sauces,178,97,85,190,77,0,88,-3.41,Healthy,neutral,No
INV0002408,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,2% Milk,Dairy,1020,0,338,682,319,0,413,-18.16,Healthy,neutral,No
INV0002409,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Vanilla Syrup,Syrups & Sauces,44,0,27,17,20,0,27,0.0,Low,neutral,No
INV0002410,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Mocha Sauce,Syrups & Sauces,135,0,56,79,58,0,77,-27.27,Healthy,neutral,No
INV0002411,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Oat Milk,Dairy Alternative,189,124,134,179,99,0,132,1.52,Healthy,neutral,No
INV0002412,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Spinach,Food Ingredients,53,0,18,35,15,0,22,-18.18,Healthy,neutral,No
INV0002413,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Napkins,Supplies,548,0,189,359,198,0,227,-16.74,Healthy,neutral,No
INV0002414,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Eggs,Food Ingredients,47,0,32,15,24,0,27,18.52,Low,neutral,No
INV0002415,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Cold Brew Concentrate,Coffee & Tea,360,0,114,246,98,0,138,-17.39,Healthy,neutral,No
INV0002416,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Caramel Sauce,Syrups & Sauces,71,0,42,29,37,0,46,-8.7,Low,neutral,No
INV0002417,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Frappuccino Base,Specialty,87,0,39,48,35,0,37,5.41,Healthy,neutral,No
INV0002418,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Blueberry Mix,Bakery Ingredients,26,0,18,8,12,0,17,5.88,Low,neutral,No
INV0002419,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Hazelnut Syrup,Syrups & Sauces,110,0,50,60,36,0,45,11.11,Healthy,neutral,No
INV0002420,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Bacon,Food Ingredients,25,16,10,31,8,0,9,11.11,Overstocked,neutral,No
INV0002421,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Espresso Beans,Coffee & Tea,316,274,210,380,146,0,165,27.27,Healthy,neutral,No
INV0002422,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Turkey Slices,Food Ingredients,72,46,38,80,36,0,51,-25.49,Healthy,neutral,No
INV0002423,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Almond Milk,Dairy Alternative,245,0,101,144,75,0,103,-1.94,Healthy,neutral,No
INV0002424,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Matcha Powder,Coffee & Tea,204,150,83,271,80,0,93,-10.75,Overstocked,promote,No
INV0002425,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-18,Chai Concentrate,Coffee & Tea,652,0,292,360,224,0,261,11.88,Healthy,neutral,No
INV0002426,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Matcha Powder,Coffee & Tea,565,0,162,403,152,0,209,-22.49,Healthy,neutral,No
INV0002427,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Paper Cups,Supplies,464,181,185,460,144,0,189,-2.12,Overstocked,promote,No
INV0002428,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Caramel Sauce,Syrups & Sauces,204,144,93,255,76,0,123,-24.39,Overstocked,promote,No
INV0002429,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Mocha Sauce,Syrups & Sauces,87,42,31,98,33,0,51,-39.22,Healthy,neutral,No
INV0002430,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Bacon,Food Ingredients,92,0,30,62,32,0,40,-25.0,Healthy,neutral,No
INV0002431,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Espresso Beans,Coffee & Tea,334,0,155,179,148,0,206,-24.76,Healthy,neutral,No
INV0002432,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Frappuccino Base,Specialty,109,0,44,65,33,0,40,10.0,Healthy,neutral,No
INV0002433,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Chai Concentrate,Coffee & Tea,732,0,309,423,224,0,263,17.49,Healthy,neutral,No
INV0002434,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Pumpkin Spice Syrup,Syrups & Sauces,175,100,70,205,53,0,62,12.9,Overstocked,neutral,No
INV0002435,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Blueberry Mix,Bakery Ingredients,79,0,38,41,26,0,33,15.15,Healthy,neutral,No
INV0002436,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Napkins,Supplies,551,0,311,240,273,0,361,-13.85,Low,neutral,No
INV0002437,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Whipped Cream,Dairy,590,0,219,371,165,0,210,4.29,Healthy,neutral,No
INV0002438,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Turkey Slices,Food Ingredients,115,0,44,71,37,0,43,2.33,Healthy,neutral,No
INV0002439,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Straws,Supplies,1183,685,520,1348,365,0,476,9.24,Overstocked,neutral,No
INV0002440,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Strawberry Acai Base,Specialty,36,0,16,20,16,0,22,-27.27,Healthy,neutral,No
INV0002441,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,2% Milk,Dairy,688,361,338,710,288,1,446,-24.22,Healthy,neutral,No
INV0002442,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Almond Milk,Dairy Alternative,156,0,100,56,82,0,95,5.26,Low,neutral,No
INV0002443,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Cold Brew Concentrate,Coffee & Tea,359,0,150,209,124,0,163,-7.98,Healthy,neutral,No
INV0002444,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Eggs,Food Ingredients,101,0,35,66,29,0,38,-7.89,Healthy,neutral,No
INV0002445,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Whole Milk,Dairy,286,0,112,174,86,0,92,21.74,Healthy,neutral,No
INV0002446,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Dragonfruit Powder,Specialty,88,48,35,101,25,0,29,20.69,Overstocked,neutral,No
INV0002447,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Ice,Other,205,111,60,256,59,0,80,-25.0,Overstocked,promote,No
INV0002448,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Hazelnut Syrup,Syrups & Sauces,240,147,96,291,78,0,84,14.29,Overstocked,neutral,No
INV0002449,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Oat Milk,Dairy Alternative,235,202,153,284,108,0,130,17.69,Healthy,neutral,No
INV0002450,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-02-26,Sandwich Bread,Food Ingredients,97,0,28,69,27,0,32,-12.5,Healthy,neutral,No
INV0002451,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-03-05,Straws,Supplies,223,0,115,108,108,0,129,-10.85,Healthy,neutral,No
INV0002452,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-03-05,Blueberry Mix,Bakery Ingredients,99,0,36,63,30,0,37,-2.7,Healthy,neutral,No
INV0002453,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-03-05,Hazelnut Syrup,Syrups & Sauces,188,0,63,125,66,0,95,-33.68,Healthy,neutral,No
INV0002454,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-03-05,Sandwich Bread,Food Ingredients,75,0,51,24,37,0,45,13.33,Low,neutral,No
INV0002455,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-03-05,Matcha Powder,Coffee & Tea,476,0,167,309,127,0,159,5.03,Healthy,neutral,No
INV0002456,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-03-05,Espresso Beans,Coffee & Tea,440,0,252,188,194,0,208,21.15,Low,neutral,No
INV0002457,SD004,Starbucks - Mission Valley Mall,Mission Valley,2024-03-05,Paper Cups,Supplies,929,374,380,923,299,0,393,-3.31,Overstocked,promote,No
