shift_id,store_id,store_name,neighborhood,date,day_of_week,shift_start,shift_end,employee_id,employee_role,skill_level,scheduled_hours,availability_status,callout_flag,expected_orders_per_hour,required_staff,scheduled_staff,staffing_gap,staffing_status
SHF0000495,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-06,Monday,09:00,13:00,EMP00139,Shift Supervisor,Entry,4,Available,No,78,3,5,2,Overstaffed
SHF0000496,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-06,Monday,18:00,22:00,EMP00136,Barista,Intermediate,4,Available,No,31,2,2,0,Balanced
SHF0000497,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-06,Monday,09:00,13:00,EMP00406,Barista,Entry,4,Available,No,76,3,1,-2,Understaffed
SHF0000498,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-06,Monday,13:00,17:00,EMP00323,Barista,Intermediate,4,Available,No,35,2,2,0,Balanced
SHF0000499,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-06,Monday,09:00,13:00,EMP00391,Shift Supervisor,Intermediate,4,Available,No,65,3,3,0,Balanced
SHF0000500,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-06,Monday,09:00,13:00,EMP00233,Barista,Entry,4,Available,No,64,3,3,0,Balanced
SHF0000501,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-06,Monday,14:00,18:00,EMP00289,Shift Supervisor,Senior,4,Available,No,40,2,2,0,Balanced
SHF0000502,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-13,Monday,15:00,19:00,EMP00221,Barista,Intermediate,4,Available,No,45,2,2,0,Balanced
SHF0000503,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-13,Monday,07:00,11:00,EMP00265,Barista,Entry,4,Available,No,84,4,4,0,Balanced
SHF0000504,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-13,Monday,10:00,14:00,EMP00010,Barista,Intermediate,4,Available,No,63,3,3,0,Balanced
SHF0000505,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-13,Monday,09:00,13:00,EMP00383,Barista,Entry,4,Available,No,86,4,6,2,Overstaffed
SHF0000506,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-13,Monday,14:00,18:00,EMP00298,Barista,Entry,4,Available,No,35,2,2,0,Balanced
SHF0000507,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-13,Monday,13:00,17:00,EMP00068,Barista,Senior,4,Available,No,58,2,3,1,Overstaffed
SHF0000508,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-13,Monday,07:00,11:00,EMP00399,Shift Supervisor,Entry,4,Available,No,84,4,4,0,Balanced
SHF0000509,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-13,Monday,17:00,21:00,EMP00311,Barista,Senior,4,Available,No,39,2,1,-1,Understaffed
SHF0000510,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-13,Monday,09:00,13:00,EMP00081,Barista,Intermediate,4,Available,No,80,4,2,-2,Understaffed
SHF0000511,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-13,Monday,15:00,19:00,EMP00178,Barista,Intermediate,4,Available,No,36,2,2,0,Balanced
SHF0000512,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-20,Monday,14:00,18:00,EMP00321,Barista,Intermediate,4,Available,No,32,2,2,0,Balanced
SHF0000513,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-20,Monday,06:00,10:00,EMP00227,Barista,Entry,4,Available,No,20,2,4,2,Overstaffed
SHF0000514,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-20,Monday,09:00,13:00,EMP00482,Barista,Entry,4,Available,No,68,3,1,-2,Understaffed
SHF0000515,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-20,Monday,10:00,14:00,EMP00487,Shift Supervisor,Intermediate,4,Available,No,51,2,2,0,Balanced
SHF0000516,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-20,Monday,06:00,10:00,EMP00492,Barista,Intermediate,4,Available,No,28,2,2,0,Balanced
SHF0000517,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-20,Monday,06:00,10:00,EMP00216,Barista,Intermediate,4,Available,No,43,2,2,0,Balanced
SHF0000518,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-20,Monday,15:00,19:00,EMP00467,Barista,Entry,4,Available,No,42,2,2,0,Balanced
SHF0000519,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-20,Monday,11:00,15:00,EMP00106,Barista,Intermediate,4,Available,No,57,2,4,2,Overstaffed
SHF0000520,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,06:00,10:00,EMP00016,Barista,Entry,4,Available,No,23,2,2,0,Balanced
SHF0000521,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,06:00,10:00,EMP00089,Barista,Entry,4,Available,No,25,2,2,0,Balanced
SHF0000522,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,05:00,09:00,EMP00429,Barista,Senior,4,Available,No,37,2,2,0,Balanced
SHF0000523,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,13:00,17:00,EMP00174,Barista,Senior,4,Available,No,60,3,2,-1,Understaffed
SHF0000524,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,13:00,17:00,EMP00179,Barista,Entry,4,Available,No,52,2,1,-1,Understaffed
SHF0000525,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,10:00,14:00,EMP00049,Barista,Intermediate,4,Available,No,54,2,3,1,Overstaffed
SHF0000526,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,10:00,14:00,EMP00145,Barista,Senior,4,Available,No,42,2,1,-1,Understaffed
SHF0000527,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,17:00,21:00,EMP00425,Barista,Intermediate,4,Available,No,22,2,2,0,Balanced
SHF0000528,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,11:00,15:00,EMP00378,Barista,Intermediate,4,Available,No,62,3,3,0,Balanced
SHF0000529,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,09:00,13:00,EMP00464,Shift Supervisor,Entry,4,Available,No,60,3,3,0,Balanced
SHF0000530,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,17:00,21:00,EMP00194,Barista,Intermediate,4,Available,No,40,2,2,0,Balanced
SHF0000531,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-05-27,Monday,10:00,14:00,EMP00299,Shift Supervisor,Entry,4,Available,No,51,2,3,1,Overstaffed
SHF0000532,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-03,Monday,17:00,21:00,EMP00421,Barista,Senior,4,Available,No,24,2,4,2,Overstaffed
SHF0000533,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-03,Monday,05:00,09:00,EMP00147,Barista,Intermediate,4,Available,No,20,2,2,0,Balanced
SHF0000534,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-03,Monday,13:00,17:00,EMP00389,Shift Supervisor,Intermediate,4,Available,No,38,2,4,2,Overstaffed
SHF0000535,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-03,Monday,18:00,22:00,EMP00198,Barista,Senior,4,Available,No,24,2,2,0,Balanced
SHF0000536,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-03,Monday,05:00,09:00,EMP00075,Barista,Entry,4,Available,No,41,2,1,-1,Understaffed
SHF0000537,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-03,Monday,09:00,13:00,EMP00204,Barista,Entry,4,Available,No,65,3,5,2,Overstaffed
SHF0000538,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-03,Monday,05:00,09:00,EMP00119,Barista,Intermediate,4,Available,No,33,2,2,0,Balanced
SHF0000539,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-03,Monday,05:00,09:00,EMP00278,Barista,Intermediate,4,Available,No,28,2,2,0,Balanced
SHF0000540,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-03,Monday,14:00,18:00,EMP00011,Barista,Entry,4,Available,No,28,2,2,0,Balanced
SHF0000541,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,10:00,14:00,EMP00085,Barista,Intermediate,4,Available,No,41,2,1,-1,Understaffed
SHF0000542,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,06:00,10:00,EMP00463,Barista,Intermediate,4,Available,No,38,2,4,2,Overstaffed
SHF0000543,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,09:00,13:00,EMP00006,Barista,Entry,4,Available,No,78,3,3,0,Balanced
SHF0000544,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,17:00,21:00,EMP00197,Barista,Intermediate,4,Available,No,24,2,3,1,Overstaffed
SHF0000545,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,17:00,21:00,EMP00348,Barista,Intermediate,4,Available,No,31,2,3,1,Overstaffed
SHF0000546,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,17:00,21:00,EMP00028,Barista,Intermediate,4,Available,No,42,2,2,0,Balanced
SHF0000547,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,17:00,21:00,EMP00413,Barista,Intermediate,4,Available,No,29,2,2,0,Balanced
SHF0000548,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,18:00,22:00,EMP00444,Barista,Entry,4,Available,No,29,2,3,1,Overstaffed
SHF0000549,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,10:00,14:00,EMP00421,Barista,Senior,4,Available,No,36,2,2,0,Balanced
SHF0000550,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,17:00,21:00,EMP00076,Barista,Senior,4,Available,No,44,2,2,0,Balanced
SHF0000551,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-10,Monday,05:00,09:00,EMP00087,Barista,Intermediate,4,Available,No,41,2,3,1,Overstaffed
SHF0000552,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,17:00,21:00,EMP00240,Barista,Entry,4,Available,No,32,2,2,0,Balanced
SHF0000553,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,10:00,14:00,EMP00009,Shift Supervisor,Intermediate,4,Available,No,53,2,1,-1,Understaffed
SHF0000554,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,13:00,17:00,EMP00487,Barista,Intermediate,4,Available,No,52,2,2,0,Balanced
SHF0000555,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,17:00,21:00,EMP00498,Barista,Intermediate,4,Called Out,Yes,21,2,2,0,Balanced
SHF0000556,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,18:00,22:00,EMP00124,Shift Supervisor,Senior,4,Available,No,31,2,2,0,Balanced
SHF0000557,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,05:00,09:00,EMP00475,Barista,Intermediate,4,Available,No,21,2,4,2,Overstaffed
SHF0000558,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,05:00,09:00,EMP00348,Barista,Entry,4,Available,No,20,2,4,2,Overstaffed
SHF0000559,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,05:00,09:00,EMP00237,Barista,Senior,4,Available,No,35,2,2,0,Balanced
SHF0000560,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,13:00,17:00,EMP00486,Barista,Intermediate,4,Available,No,51,2,2,0,Balanced
SHF0000561,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,10:00,14:00,EMP00278,Barista,Intermediate,4,Available,No,46,2,3,1,Overstaffed
SHF0000562,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,13:00,17:00,EMP00290,Barista,Entry,4,Available,No,58,2,1,-1,Understaffed
SHF0000563,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-17,Monday,14:00,18:00,EMP00020,Barista,Entry,4,Available,No,37,2,1,-1,Understaffed
SHF0000564,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,07:00,11:00,EMP00044,Barista,Intermediate,4,Available,No,89,4,4,0,Balanced
SHF0000565,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,06:00,10:00,EMP00059,Shift Supervisor,Senior,4,Available,No,20,2,1,-1,Understaffed
SHF0000566,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,07:00,11:00,EMP00013,Barista,Intermediate,4,Available,No,68,3,1,-2,Understaffed
SHF0000567,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,11:00,15:00,EMP00483,Barista,Senior,4,Available,No,38,2,2,0,Balanced
SHF0000568,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,18:00,22:00,EMP00331,Barista,Intermediate,4,Available,No,22,2,2,0,Balanced
SHF0000569,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,09:00,13:00,EMP00256,Barista,Intermediate,4,Available,No,56,2,2,0,Balanced
SHF0000570,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,05:00,09:00,EMP00251,Shift Supervisor,Senior,4,Available,No,39,2,3,1,Overstaffed
SHF0000571,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,15:00,19:00,EMP00221,Barista,Entry,4,Available,No,20,2,2,0,Balanced
SHF0000572,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,07:00,11:00,EMP00311,Barista,Intermediate,4,Available,No,73,3,3,0,Balanced
SHF0000573,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,17:00,21:00,EMP00123,Barista,Entry,4,Available,No,42,2,1,-1,Understaffed
SHF0000574,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,17:00,21:00,EMP00265,Barista,Intermediate,4,Available,No,31,2,2,0,Balanced
SHF0000575,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-06-24,Monday,07:00,11:00,EMP00473,Barista,Entry,4,Available,No,66,3,5,2,Overstaffed
SHF0000576,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-01,Monday,09:00,13:00,EMP00369,Shift Supervisor,Senior,4,Available,No,68,3,5,2,Overstaffed
SHF0000577,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-01,Monday,14:00,18:00,EMP00216,Barista,Entry,4,Available,No,25,2,2,0,Balanced
SHF0000578,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-01,Monday,13:00,17:00,EMP00147,Barista,Intermediate,4,Available,No,64,3,3,0,Balanced
SHF0000579,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-01,Monday,13:00,17:00,EMP00179,Barista,Senior,4,Available,No,62,3,1,-2,Understaffed
SHF0000580,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-01,Monday,05:00,09:00,EMP00186,Lead Barista,Intermediate,4,Available,No,35,2,4,2,Overstaffed
SHF0000581,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-01,Monday,15:00,19:00,EMP00275,Barista,Entry,4,Available,No,41,2,3,1,Overstaffed
SHF0000582,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-01,Monday,09:00,13:00,EMP00074,Barista,Intermediate,4,Available,No,81,4,4,0,Balanced
SHF0000583,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-01,Monday,09:00,13:00,EMP00270,Barista,Entry,4,Available,No,63,3,3,0,Balanced
SHF0000584,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,13:00,17:00,EMP00304,Shift Supervisor,Entry,4,Available,No,54,2,2,0,Balanced
SHF0000585,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,18:00,22:00,EMP00038,Barista,Senior,4,Available,No,43,2,2,0,Balanced
SHF0000586,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,13:00,17:00,EMP00093,Barista,Intermediate,4,Available,No,52,2,2,0,Balanced
SHF0000587,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,18:00,22:00,EMP00378,Barista,Intermediate,4,Called Out,Yes,42,2,1,-1,Understaffed
SHF0000588,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,11:00,15:00,EMP00060,Barista,Entry,4,Available,No,61,3,5,2,Overstaffed
SHF0000589,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,06:00,10:00,EMP00472,Shift Supervisor,Senior,4,Available,No,25,2,4,2,Overstaffed
SHF0000590,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,15:00,19:00,EMP00462,Shift Supervisor,Senior,4,Available,No,33,2,2,0,Balanced
SHF0000591,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,07:00,11:00,EMP00223,Barista,Intermediate,4,Available,No,83,4,4,0,Balanced
SHF0000592,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,13:00,17:00,EMP00436,Barista,Senior,4,Available,No,50,2,2,0,Balanced
SHF0000593,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,18:00,22:00,EMP00016,Barista,Intermediate,4,Available,No,40,2,4,2,Overstaffed
SHF0000594,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,14:00,18:00,EMP00390,Barista,Entry,4,Available,No,40,2,2,0,Balanced
SHF0000595,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-08,Monday,10:00,14:00,EMP00179,Barista,Entry,4,Available,No,37,2,2,0,Balanced
SHF0000596,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-15,Monday,15:00,19:00,EMP00093,Barista,Entry,4,Available,No,23,2,2,0,Balanced
SHF0000597,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-15,Monday,13:00,17:00,EMP00013,Shift Supervisor,Entry,4,Available,No,38,2,2,0,Balanced
SHF0000598,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-15,Monday,06:00,10:00,EMP00173,Barista,Entry,4,Available,No,22,2,2,0,Balanced
SHF0000599,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-15,Monday,07:00,11:00,EMP00031,Barista,Entry,4,Available,No,57,2,2,0,Balanced
SHF0000600,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-15,Monday,18:00,22:00,EMP00267,Barista,Entry,4,Available,No,44,2,1,-1,Understaffed
SHF0000601,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-15,Monday,07:00,11:00,EMP00491,Barista,Senior,4,Available,No,61,3,2,-1,Understaffed
SHF0000602,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-15,Monday,15:00,19:00,EMP00170,Barista,Intermediate,4,Available,No,37,2,4,2,Overstaffed
SHF0000603,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-15,Monday,05:00,09:00,EMP00468,Barista,Entry,4,Available,No,38,2,1,-1,Understaffed
SHF0000604,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,15:00,19:00,EMP00281,Shift Supervisor,Entry,4,Available,No,23,2,2,0,Balanced
SHF0000605,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,11:00,15:00,EMP00174,Shift Supervisor,Senior,4,Available,No,47,2,2,0,Balanced
SHF0000606,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,18:00,22:00,EMP00273,Shift Supervisor,Entry,4,Available,No,20,2,2,0,Balanced
SHF0000607,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,09:00,13:00,EMP00469,Barista,Intermediate,4,Available,No,88,4,4,0,Balanced
SHF0000608,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,13:00,17:00,EMP00489,Barista,Entry,4,Available,No,50,2,2,0,Balanced
SHF0000609,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,11:00,15:00,EMP00384,Shift Supervisor,Intermediate,4,Available,No,43,2,2,0,Balanced
SHF0000610,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,10:00,14:00,EMP00295,Shift Supervisor,Intermediate,4,Available,No,65,3,4,1,Overstaffed
SHF0000611,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,05:00,09:00,EMP00308,Barista,Entry,4,Available,No,29,2,2,0,Balanced
SHF0000612,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,07:00,11:00,EMP00204,Barista,Senior,4,Available,No,74,3,3,0,Balanced
SHF0000613,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,17:00,21:00,EMP00420,Barista,Entry,4,Available,No,45,2,2,0,Balanced
SHF0000614,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,2024-07-22,Monday,11:00,15:00,EMP00411,Barista,Intermediate,4,Available,No,61,3,3,0,Balanced
SHF0000615,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-01,Monday,13:00,17:00,EMP00194,Shift Supervisor,Entry,4,Available,No,54,2,2,0,Balanced
SHF0000616,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-01,Monday,07:00,11:00,EMP00425,Barista,Intermediate,4,Available,No,59,2,2,0,Balanced
SHF0000617,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-01,Monday,11:00,15:00,EMP00169,Barista,Senior,4,Available,No,55,2,1,-1,Understaffed
SHF0000618,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-01,Monday,17:00,21:00,EMP00172,Barista,Intermediate,4,Available,No,47,2,1,-1,Understaffed
SHF0000619,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-01,Monday,17:00,21:00,EMP00205,Lead Barista,Entry,4,Available,No,51,2,1,-1,Understaffed
SHF0000620,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-01,Monday,15:00,19:00,EMP00311,Barista,Entry,4,Available,No,49,2,4,2,Overstaffed
SHF0000621,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-01,Monday,15:00,19:00,EMP00411,Shift Supervisor,Senior,4,Available,No,32,2,1,-1,Understaffed
SHF0000622,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-01,Monday,10:00,14:00,EMP00125,Barista,Entry,4,Available,No,57,2,2,0,Balanced
SHF0000623,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-08,Monday,18:00,22:00,EMP00380,Barista,Entry,4,Available,No,47,2,2,0,Balanced
SHF0000624,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-08,Monday,07:00,11:00,EMP00006,Barista,Intermediate,4,Available,No,56,2,2,0,Balanced
SHF0000625,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-08,Monday,05:00,09:00,EMP00430,Lead Barista,Intermediate,4,Available,No,20,2,3,1,Overstaffed
SHF0000626,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-08,Monday,13:00,17:00,EMP00245,Lead Barista,Senior,4,Available,No,67,3,3,0,Balanced
SHF0000627,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-08,Monday,06:00,10:00,EMP00098,Barista,Intermediate,4,Available,No,34,2,2,0,Balanced
SHF0000628,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-08,Monday,15:00,19:00,EMP00040,Shift Supervisor,Intermediate,4,Available,No,36,2,2,0,Balanced
SHF0000629,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-08,Monday,09:00,13:00,EMP00254,Lead Barista,Entry,4,Available,No,90,4,6,2,Overstaffed
SHF0000630,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-08,Monday,10:00,14:00,EMP00205,Barista,Senior,4,Called Out,Yes,44,2,2,0,Balanced
SHF0000631,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-08,Monday,07:00,11:00,EMP00114,Barista,Intermediate,4,Called Out,Yes,80,4,6,2,Overstaffed
SHF0000632,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-08,Monday,10:00,14:00,EMP00470,Barista,Intermediate,4,Available,No,49,2,2,0,Balanced
SHF0000633,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-15,Monday,14:00,18:00,EMP00407,Barista,Intermediate,4,Available,No,42,2,2,0,Balanced
SHF0000634,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-15,Monday,18:00,22:00,EMP00369,Barista,Senior,4,Available,No,42,2,2,0,Balanced
SHF0000635,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-15,Monday,05:00,09:00,EMP00201,Barista,Entry,4,Available,No,39,2,2,0,Balanced
SHF0000636,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-15,Monday,09:00,13:00,EMP00448,Barista,Entry,4,Available,No,63,3,2,-1,Understaffed
SHF0000637,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-15,Monday,09:00,13:00,EMP00338,Shift Supervisor,Intermediate,4,Available,No,71,3,3,0,Balanced
SHF0000638,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-15,Monday,18:00,22:00,EMP00052,Shift Supervisor,Senior,4,Available,No,39,2,2,0,Balanced
SHF0000639,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-15,Monday,09:00,13:00,EMP00464,Barista,Intermediate,4,Available,No,70,3,1,-2,Understaffed
SHF0000640,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-15,Monday,06:00,10:00,EMP00216,Barista,Intermediate,4,Available,No,23,2,2,0,Balanced
SHF0000641,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-15,Monday,17:00,21:00,EMP00237,Barista,Entry,4,Available,No,27,2,4,2,Overstaffed
SHF0000642,SD003,Starbucks - UCSD Campus,La Jolla,2024-01-22,Monday,17:00,21:00,EMP00068,Shift Supervisor,Intermediate,4,Available,No,37,2,3,1,Overstaffed
