order_id,store_id,store_name,neighborhood,store_type,order_datetime,date,day_of_week,hour,customer_id,item_name,item_category,size,quantity,unit_price,total_price,temperature_type,customizations,milk_type,order_channel,payment_type,wait_time_minutes,customer_rating,local_event_flag,weather_condition,temperature_f
ORD0011945,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-01-09 21:52:11,2024-01-09,Tuesday,21,C004248,Blueberry Muffin,Bakery,One Size,1,3.25,3.25,hot,Sugar-free syrup,N/A,Mobile Order,Starbucks App,3,4,No,Marine Layer,59
ORD0011946,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-05-09 08:27:41,2024-05-09,Thursday,8,C000282,Strawberry Acai Refresher,Refresher,Grande,1,4.95,4.95,cold,Sugar-free syrup,Whole Milk,Drive-thru,Starbucks App,7,3,No,Sunny,73
ORD0011947,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-02-03 12:56:24,2024-02-03,Saturday,12,C001708,Flat White,Hot Espresso,Tall,1,5.25,5.25,hot,Sugar-free syrup,Almond Milk,In-store,Starbucks App,3,4,Yes,Partly Cloudy,64
ORD0011948,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-10-10 08:40:25,2024-10-10,Thursday,8,C006821,Blonde Roast,Brewed Coffee,Tall,1,2.95,2.95,hot,Extra syrup,Whole Milk,In-store,Credit Card,8,5,No,Sunny,73
ORD0011949,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-10-07 13:05:14,2024-10-07,Monday,13,C002538,Java Chip Frappuccino,Frappuccino,Tall,2,5.45,10.9,cold,Half-caf,Whole Milk,In-store,Cash,3,5,No,Sunny,75
ORD0011950,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-05-10 11:01:22,2024-05-10,Friday,11,C006059,Protein Box,Lunch,One Size,1,6.95,6.95,cold,Extra syrup,N/A,In-store,Mobile Pay,1,3,No,Overcast,68
ORD0011951,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-09-02 23:19:01,2024-09-02,Monday,23,C000675,Iced Caramel Macchiato,Iced Espresso,Venti,1,6.45,6.45,cold,Sugar-free syrup,2% Milk,Drive-thru,Starbucks App,5,5,No,Sunny,78
ORD0011952,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-01-26 22:25:59,2024-01-26,Friday,22,C006301,Iced Americano,Iced Espresso,Grande,2,4.15,8.3,cold,Decaf,Whole Milk,Mobile Order,Debit Card,2,5,No,Partly Cloudy,63
ORD0011953,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-11-17 15:27:54,2024-11-17,Sunday,15,C004074,Pink Drink,Refresher,Grande,1,5.25,5.25,cold,Extra syrup,Coconut Milk,Mobile Order,Cash,3,5,No,Marine Layer,62
ORD0011954,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-04-22 17:00:30,2024-04-22,Monday,17,C001907,Flat White,Hot Espresso,Grande,1,5.75,5.75,hot,Decaf,Almond Milk,Drive-thru,Mobile Pay,3,4,No,Light Rain,65
ORD0011955,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-10-21 04:06:52,2024-10-21,Monday,4,C001027,Cappuccino,Hot Espresso,Grande,1,4.95,4.95,hot,Half-caf,Coconut Milk,In-store,Starbucks App,6,5,No,Overcast,72
ORD0011956,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-06-16 22:39:12,2024-06-16,Sunday,22,C004851,Turkey Sandwich,Lunch,One Size,1,7.95,7.95,cold,Sugar-free syrup,N/A,In-store,Starbucks App,1,4,No,Sunny,73
ORD0011957,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-06-17 22:19:11,2024-06-17,Monday,22,C003238,Matcha Tea Latte,Hot Tea,Grande,1,5.25,5.25,hot,No whip,2% Milk,In-store,Cash,8,3,No,Sunny,75
ORD0011958,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-09-19 12:34:27,2024-09-19,Thursday,12,C004387,Caffe Latte,Hot Espresso,Grande,1,4.95,4.95,iced_variant,Extra shot,2% Milk,Mobile Order,Mobile Pay,5,4,No,Overcast,77
ORD0011959,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-07-04 02:25:53,2024-07-04,Thursday,2,C006870,Iced Matcha Tea Latte,Iced Tea,Grande,1,5.45,5.45,cold,Extra syrup,Coconut Milk,Mobile Order,Cash,4,3,No,Sunny,79
ORD0011960,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-05-03 03:28:20,2024-05-03,Friday,3,C001544,Cappuccino,Hot Espresso,Grande,1,4.95,4.95,hot,Oat milk swap,Whole Milk,In-store,Cash,3,5,No,Sunny,73
ORD0011961,SD006,Starbucks - UTC Westfield,UTC,mall,2024-12-02 20:46:40,2024-12-02,Monday,20,C002527,Strawberry Acai Refresher,Refresher,Tall,1,4.25,4.25,cold,Half-caf,Almond Milk,In-store,Credit Card,4,5,No,Partly Cloudy,64
ORD0011962,SD006,Starbucks - UTC Westfield,UTC,mall,2024-10-27 12:58:15,2024-10-27,Sunday,12,C006843,Mango Dragonfruit Refresher,Refresher,Grande,1,4.95,4.95,cold,Decaf,Oat Milk,Drive-thru,Starbucks App,4,4,No,Sunny,76
ORD0011963,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-08-31 07:01:27,2024-08-31,Saturday,7,C005274,Butter Croissant,Bakery,One Size,1,3.45,3.45,hot,Half-caf,N/A,Mobile Order,Credit Card,7,3,No,Sunny,83
ORD0011964,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-04-16 21:23:42,2024-04-16,Tuesday,21,C003343,Vanilla Latte,Hot Espresso,Tall,1,4.95,4.95,hot,Oat milk swap,2% Milk,In-store,Cash,4,5,No,Sunny,69
ORD0011965,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-05-29 07:15:25,2024-05-29,Wednesday,7,C005335,Cake Pop,Bakery,One Size,2,3.95,7.9,cold,Extra whip,N/A,In-store,Mobile Pay,7,5,No,Sunny,68
ORD0011966,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-06-24 05:47:23,2024-06-24,Monday,5,C005656,Vanilla Latte,Hot Espresso,Tall,1,4.95,4.95,hot,Extra shot,Nonfat Milk,Mobile Order,Mobile Pay,3,5,No,Sunny,80
ORD0011967,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-09-14 14:49:34,2024-09-14,Saturday,14,C006464,Iced Americano,Iced Espresso,Venti,1,4.65,4.65,cold,Extra syrup,Oat Milk,Drive-thru,Mobile Pay,3,5,No,Light Rain,71
ORD0011968,SD005,Starbucks - North Park,North Park,suburban,2024-12-30 23:03:05,2024-12-30,Monday,23,C007989,Caffe Americano,Hot Espresso,Grande,1,3.95,3.95,hot,Half-caf,Nonfat Milk,Mobile Order,Mobile Pay,3,5,No,Partly Cloudy,60
ORD0011969,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-03-18 03:20:04,2024-03-18,Monday,3,C005418,Caramel Macchiato,Hot Espresso,Grande,1,5.75,5.75,hot,No whip,Nonfat Milk,Drive-thru,Starbucks App,5,5,No,Overcast,68
ORD0011970,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-11-27 22:09:27,2024-11-27,Wednesday,22,C000241,Chocolate Cookie,Bakery,One Size,1,2.95,2.95,cold,Decaf,N/A,Mobile Order,Mobile Pay,4,4,No,Partly Cloudy,66
ORD0011971,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-07-01 22:02:02,2024-07-01,Monday,22,C004595,Iced Caramel Macchiato,Iced Espresso,Venti,1,6.45,6.45,cold,Extra syrup,Nonfat Milk,Drive-thru,Mobile Pay,1,5,No,Sunny,83
ORD0011972,SD005,Starbucks - North Park,North Park,suburban,2024-04-04 16:53:37,2024-04-04,Thursday,16,C006476,Bacon Gouda Sandwich,Breakfast,One Size,1,5.25,5.25,hot,Light ice,N/A,Mobile Order,Credit Card,4,5,No,Marine Layer,64
ORD0011973,SD006,Starbucks - UTC Westfield,UTC,mall,2024-10-06 21:41:58,2024-10-06,Sunday,21,C001615,Java Chip Frappuccino,Frappuccino,Venti,2,6.45,12.9,cold,Light ice,2% Milk,Drive-thru,Debit Card,4,3,No,Sunny,76
ORD0011974,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-01-18 17:45:12,2024-01-18,Thursday,17,C002209,Pike Place Roast,Brewed Coffee,Tall,2,2.95,5.9,hot,No whip,Nonfat Milk,Drive-thru,Credit Card,3,5,No,Overcast,60
ORD0011975,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-08-06 08:20:45,2024-08-06,Tuesday,8,C005712,Iced Americano,Iced Espresso,Grande,1,4.15,4.15,cold,No customization,Oat Milk,Mobile Order,Credit Card,6,4,No,Marine Layer,77
ORD0011976,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-06 09:16:02,2024-08-06,Tuesday,9,C005608,Caffe Americano,Hot Espresso,Grande,1,3.95,3.95,hot,Extra syrup,2% Milk,Mobile Order,Cash,8,5,No,Sunny,80
ORD0011977,SD006,Starbucks - UTC Westfield,UTC,mall,2024-03-14 01:07:56,2024-03-14,Thursday,1,C003286,Blonde Roast,Brewed Coffee,Short,1,2.45,2.45,hot,No whip,2% Milk,Mobile Order,Mobile Pay,5,5,No,Sunny,64
ORD0011978,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-08-02 03:03:13,2024-08-02,Friday,3,C001831,Iced Americano,Iced Espresso,Venti,1,4.65,4.65,cold,Half-caf,2% Milk,Drive-thru,Mobile Pay,2,4,No,Sunny,81
ORD0011979,SD006,Starbucks - UTC Westfield,UTC,mall,2024-04-23 14:48:57,2024-04-23,Tuesday,14,C005127,Mocha Frappuccino,Frappuccino,Tall,2,5.25,10.5,cold,Extra shot,Coconut Milk,In-store,Mobile Pay,4,5,No,Sunny,68
ORD0011980,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-01-31 10:40:14,2024-01-31,Wednesday,10,C007568,Butter Croissant,Bakery,One Size,1,3.45,3.45,hot,Extra whip,N/A,In-store,Starbucks App,2,5,No,Overcast,59
ORD0011981,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-07-30 04:44:05,2024-07-30,Tuesday,4,C000712,Pumpkin Spice Latte,Hot Espresso,Grande,1,5.95,5.95,hot,No whip,Almond Milk,Mobile Order,Starbucks App,1,4,No,Overcast,76
ORD0011982,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-10-22 13:30:18,2024-10-22,Tuesday,13,C007993,Mocha Frappuccino,Frappuccino,Venti,1,6.25,6.25,cold,Decaf,Almond Milk,In-store,Credit Card,3,4,No,Partly Cloudy,69
ORD0011983,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-08-29 08:12:20,2024-08-29,Thursday,8,C001925,Iced Matcha Tea Latte,Iced Tea,Grande,1,5.45,5.45,cold,Oat milk swap,Coconut Milk,Mobile Order,Credit Card,8,5,No,Marine Layer,75
ORD0011984,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-10-16 05:24:06,2024-10-16,Wednesday,5,C004423,Caffe Latte,Hot Espresso,Grande,2,4.95,9.9,hot,Sugar-free syrup,2% Milk,Drive-thru,Starbucks App,5,5,No,Partly Cloudy,69
ORD0011985,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-03-29 09:03:01,2024-03-29,Friday,9,C004556,Flat White,Hot Espresso,Tall,2,5.25,10.5,hot,Half-caf,Whole Milk,Mobile Order,Cash,7,5,No,Overcast,62
ORD0011986,SD006,Starbucks - UTC Westfield,UTC,mall,2024-11-26 04:31:22,2024-11-26,Tuesday,4,C003001,Cappuccino,Hot Espresso,Venti,2,5.25,10.5,hot,No customization,Nonfat Milk,In-store,Cash,5,4,No,Marine Layer,65
ORD0011987,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-11-01 00:46:08,2024-11-01,Friday,0,C003823,Cappuccino,Hot Espresso,Grande,2,4.95,9.9,hot,Sugar-free syrup,Coconut Milk,Drive-thru,Credit Card,4,4,No,Overcast,63
ORD0011988,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-10-05 23:22:21,2024-10-05,Saturday,23,C003571,Pumpkin Spice Latte,Hot Espresso,Venti,1,6.45,6.45,hot,Oat milk swap,Oat Milk,In-store,Credit Card,3,4,No,Sunny,75
ORD0011989,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-09-23 06:57:48,2024-09-23,Monday,6,C005598,Blonde Roast,Brewed Coffee,Short,1,2.45,2.45,hot,Oat milk swap,Whole Milk,Drive-thru,Starbucks App,4,4,No,Partly Cloudy,74
ORD0011990,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-02-19 03:07:52,2024-02-19,Monday,3,C000914,Blueberry Muffin,Bakery,One Size,1,3.25,3.25,hot,Extra whip,N/A,In-store,Cash,5,4,No,Partly Cloudy,65
ORD0011991,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-10-15 19:13:13,2024-10-15,Tuesday,19,C007372,Iced Latte,Iced Espresso,Venti,1,5.65,5.65,cold,Extra shot,Oat Milk,Mobile Order,Debit Card,5,4,No,Sunny,78
ORD0011992,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-06-17 23:53:13,2024-06-17,Monday,23,C002393,Strawberry Acai Refresher,Refresher,Trenta,1,5.95,5.95,cold,No whip,Coconut Milk,Drive-thru,Cash,5,4,No,Partly Cloudy,69
ORD0011993,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-05-24 22:06:15,2024-05-24,Friday,22,C003091,Butter Croissant,Bakery,One Size,1,3.45,3.45,hot,Half-caf,N/A,In-store,Cash,5,5,No,Marine Layer,67
ORD0011994,SD008,Starbucks - San Diego Airport,Airport,transportation,2024-08-03 12:31:24,2024-08-03,Saturday,12,C003275,Caramel Frappuccino,Frappuccino,Tall,1,5.25,5.25,cold,Decaf,Almond Milk,In-store,Debit Card,4,4,No,Partly Cloudy,76
ORD0011995,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-04-15 17:05:37,2024-04-15,Monday,17,C001967,Cold Brew Coffee,Iced Espresso,Tall,1,4.25,4.25,cold,Extra whip,Coconut Milk,Drive-thru,Credit Card,5,5,No,Sunny,69
ORD0011996,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-01-30 07:52:09,2024-01-30,Tuesday,7,C000493,Butter Croissant,Bakery,One Size,1,3.45,3.45,hot,Extra shot,N/A,Drive-thru,Mobile Pay,6,4,Yes,Marine Layer,58
ORD0011997,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-02-27 19:49:22,2024-02-27,Tuesday,19,C006064,Vanilla Latte,Hot Espresso,Tall,1,4.95,4.95,hot,Extra syrup,Nonfat Milk,Drive-thru,Credit Card,2,5,No,Sunny,66
ORD0011998,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-07-22 02:27:04,2024-07-22,Monday,2,C007688,Caffe Latte,Hot Espresso,Venti,1,5.45,5.45,hot,Decaf,2% Milk,Drive-thru,Starbucks App,3,3,No,Sunny,79
ORD0011999,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-01-05 21:43:24,2024-01-05,Friday,21,C000351,Iced Americano,Iced Espresso,Grande,1,4.15,4.15,cold,No customization,Oat Milk,In-store,Credit Card,2,4,No,Overcast,61
ORD0012000,SD005,Starbucks - North Park,North Park,suburban,2024-09-28 08:48:58,2024-09-28,Saturday,8,C006507,Caffe Latte,Hot Espresso,Tall,1,4.45,4.45,iced_variant,No customization,Nonfat Milk,Drive-thru,Cash,5,4,No,Partly Cloudy,79
ORD0012001,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-05-04 12:35:26,2024-05-04,Saturday,12,C000660,Caramel Frappuccino,Frappuccino,Tall,2,5.25,10.5,cold,Oat milk swap,Oat Milk,Drive-thru,Mobile Pay,3,5,Yes,Sunny,72
ORD0012002,SD006,Starbucks - UTC Westfield,UTC,mall,2024-04-10 19:06:14,2024-04-10,Wednesday,19,C004916,Iced Chai Tea Latte,Iced Tea,Grande,1,5.45,5.45,cold,Sugar-free syrup,Almond Milk,Mobile Order,Starbucks App,2,5,No,Marine Layer,64
ORD0012003,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-04-01 18:43:50,2024-04-01,Monday,18,C006935,Iced Matcha Tea Latte,Iced Tea,Venti,1,5.95,5.95,cold,Extra whip,2% Milk,Drive-thru,Mobile Pay,3,5,No,Partly Cloudy,69
ORD0012004,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-02-11 09:08:03,2024-02-11,Sunday,9,C004051,Java Chip Frappuccino,Frappuccino,Tall,3,5.45,16.35,cold,Extra syrup,Almond Milk,In-store,Debit Card,4,4,No,Sunny,70
ORD0012005,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-11-24 13:55:09,2024-11-24,Sunday,13,C005877,Vanilla Latte,Hot Espresso,Tall,1,4.95,4.95,hot,Light ice,Nonfat Milk,Mobile Order,Credit Card,4,5,No,Marine Layer,64
ORD0012006,SD005,Starbucks - North Park,North Park,suburban,2024-04-25 09:21:11,2024-04-25,Thursday,9,C005571,Iced Latte,Iced Espresso,Venti,1,5.65,5.65,cold,Extra shot,Whole Milk,Mobile Order,Starbucks App,7,4,No,Overcast,67
ORD0012007,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-09-22 17:11:08,2024-09-22,Sunday,17,C007562,Java Chip Frappuccino,Frappuccino,Venti,2,6.45,12.9,cold,Extra whip,Oat Milk,Mobile Order,Credit Card,2,4,No,Sunny,77
ORD0012008,SD005,Starbucks - North Park,North Park,suburban,2024-05-30 19:12:03,2024-05-30,Thursday,19,C004516,Vanilla Bean Frappuccino,Frappuccino,Grande,3,5.45,16.35,cold,Half-caf,2% Milk,In-store,Credit Card,4,4,No,Sunny,76
ORD0012009,SD005,Starbucks - North Park,North Park,suburban,2024-07-29 05:07:47,2024-07-29,Monday,5,C001484,Butter Croissant,Bakery,One Size,2,3.45,6.9,hot,Sugar-free syrup,N/A,Drive-thru,Cash,5,5,No,Sunny,84
ORD0012010,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-09-13 19:57:18,2024-09-13,Friday,19,C000409,Strawberry Acai Refresher,Refresher,Venti,1,5.45,5.45,cold,Extra whip,Nonfat Milk,Drive-thru,Debit Card,1,5,No,Partly Cloudy,76
ORD0012011,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-02-06 13:53:38,2024-02-06,Tuesday,13,C000717,Iced Caramel Macchiato,Iced Espresso,Grande,1,5.95,5.95,cold,Half-caf,Whole Milk,Mobile Order,Cash,2,4,No,Sunny,65
ORD0012012,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-09-10 05:06:51,2024-09-10,Tuesday,5,C002334,Pink Drink,Refresher,Venti,2,5.75,11.5,cold,Oat milk swap,Coconut Milk,Mobile Order,Cash,2,5,No,Sunny,80
ORD0012013,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-01-23 02:09:43,2024-01-23,Tuesday,2,C006477,Vanilla Bean Frappuccino,Frappuccino,Tall,1,4.95,4.95,cold,No whip,Almond Milk,Mobile Order,Cash,2,5,No,Partly Cloudy,63
ORD0012014,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-08-02 17:19:35,2024-08-02,Friday,17,C006561,Chocolate Cookie,Bakery,One Size,1,2.95,2.95,cold,No whip,N/A,Mobile Order,Debit Card,5,4,No,Partly Cloudy,80
ORD0012015,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-06-07 10:13:34,2024-06-07,Friday,10,C007101,Mocha Frappuccino,Frappuccino,Grande,1,5.75,5.75,cold,Extra whip,Whole Milk,Mobile Order,Cash,3,4,No,Sunny,72
ORD0012016,SD005,Starbucks - North Park,North Park,suburban,2024-08-24 10:26:59,2024-08-24,Saturday,10,C004834,Spinach Feta Wrap,Breakfast,One Size,1,5.25,5.25,hot,Oat milk swap,N/A,Drive-thru,Credit Card,3,5,No,Sunny,84
ORD0012017,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-07-24 23:41:53,2024-07-24,Wednesday,23,C004045,Blonde Roast,Brewed Coffee,Short,1,2.45,2.45,hot,No whip,2% Milk,Drive-thru,Debit Card,1,4,Yes,Light Rain,74
ORD0012018,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-05-31 01:54:20,2024-05-31,Friday,1,C002194,Iced Caramel Macchiato,Iced Espresso,Grande,1,5.95,5.95,cold,Oat milk swap,Whole Milk,In-store,Mobile Pay,4,5,No,Sunny,72
ORD0012019,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-11-20 04:50:32,2024-11-20,Wednesday,4,C004125,Cold Brew Coffee,Iced Espresso,Venti,1,5.25,5.25,cold,Extra syrup,Oat Milk,Drive-thru,Starbucks App,2,5,No,Sunny,73
ORD0012020,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-09-21 02:49:41,2024-09-21,Saturday,2,C001192,Flat White,Hot Espresso,Grande,3,5.75,17.25,iced_variant,No whip,Oat Milk,In-store,Starbucks App,4,5,No,Partly Cloudy,77
ORD0012021,SD005,Starbucks - North Park,North Park,suburban,2024-01-28 02:01:20,2024-01-28,Sunday,2,C007357,Pike Place Roast,Brewed Coffee,Grande,2,3.45,6.9,hot,Sugar-free syrup,Whole Milk,Drive-thru,Debit Card,4,5,No,Marine Layer,57
ORD0012022,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-06-06 14:28:47,2024-06-06,Thursday,14,C001704,Mango Dragonfruit Refresher,Refresher,Venti,1,5.45,5.45,cold,Half-caf,Oat Milk,Mobile Order,Debit Card,6,3,No,Overcast,69
ORD0012023,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-05-01 22:14:16,2024-05-01,Wednesday,22,C006037,Turkey Sandwich,Lunch,One Size,1,7.95,7.95,cold,No whip,N/A,Drive-thru,Credit Card,2,5,No,Partly Cloudy,72
ORD0012024,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-06-15 11:17:53,2024-06-15,Saturday,11,C005976,Pike Place Roast,Brewed Coffee,Venti,1,3.95,3.95,hot,No customization,Coconut Milk,Drive-thru,Cash,1,4,No,Partly Cloudy,71
ORD0012025,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-12-02 09:58:33,2024-12-02,Monday,9,C007584,Blueberry Muffin,Bakery,One Size,1,3.25,3.25,hot,Extra shot,N/A,Mobile Order,Starbucks App,7,5,No,Sunny,63
ORD0012026,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-01-25 23:59:23,2024-01-25,Thursday,23,C001115,Java Chip Frappuccino,Frappuccino,Grande,1,5.95,5.95,cold,Extra shot,Almond Milk,Drive-thru,Debit Card,6,5,No,Sunny,61
ORD0012027,SD005,Starbucks - North Park,North Park,suburban,2024-01-05 08:26:22,2024-01-05,Friday,8,C000771,Cappuccino,Hot Espresso,Tall,2,4.45,8.9,hot,Oat milk swap,Coconut Milk,Drive-thru,Debit Card,8,5,No,Marine Layer,57
ORD0012028,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-06-08 22:12:17,2024-06-08,Saturday,22,C006480,Turkey Sandwich,Lunch,One Size,2,7.95,15.9,cold,Light ice,N/A,Mobile Order,Mobile Pay,4,3,No,Partly Cloudy,70
ORD0012029,SD003,Starbucks - UCSD Campus,La Jolla,university,2024-04-25 03:52:05,2024-04-25,Thursday,3,C005679,Pumpkin Spice Latte,Hot Espresso,Venti,3,6.45,19.35,hot,Light ice,2% Milk,Mobile Order,Credit Card,3,3,No,Overcast,68
ORD0012030,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-04-29 11:30:32,2024-04-29,Monday,11,C005386,Turkey Sandwich,Lunch,One Size,1,7.95,7.95,cold,Extra shot,N/A,Mobile Order,Starbucks App,5,5,No,Partly Cloudy,66
ORD0012031,SD005,Starbucks - North Park,North Park,suburban,2024-01-04 03:09:55,2024-01-04,Thursday,3,C005790,Pumpkin Spice Latte,Hot Espresso,Grande,1,5.95,5.95,hot,Extra shot,2% Milk,Mobile Order,Credit Card,2,5,No,Overcast,61
ORD0012032,SD006,Starbucks - UTC Westfield,UTC,mall,2024-04-30 19:09:34,2024-04-30,Tuesday,19,C004167,Cold Brew Coffee,Iced Espresso,Tall,1,4.25,4.25,cold,Sugar-free syrup,Almond Milk,In-store,Credit Card,4,5,No,Overcast,65
ORD0012033,SD001,Starbucks - Gaslamp Quarter,Downtown,downtown,2024-09-06 17:14:02,2024-09-06,Friday,17,C003935,Chocolate Cookie,Bakery,One Size,1,2.95,2.95,cold,Extra whip,N/A,Drive-thru,Starbucks App,4,4,No,Sunny,80
ORD0012034,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-08-14 10:45:20,2024-08-14,Wednesday,10,C000765,Blueberry Muffin,Bakery,One Size,1,3.25,3.25,hot,Oat milk swap,N/A,Mobile Order,Credit Card,5,5,No,Partly Cloudy,78
ORD0012035,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-08-30 18:28:15,2024-08-30,Friday,18,C002298,Caffe Americano,Hot Espresso,Venti,2,4.45,8.9,hot,Sugar-free syrup,Oat Milk,In-store,Starbucks App,8,4,No,Overcast,81
ORD0012036,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-09-18 12:03:14,2024-09-18,Wednesday,12,C001885,Iced Americano,Iced Espresso,Grande,1,4.15,4.15,cold,Extra syrup,Oat Milk,In-store,Starbucks App,4,5,No,Sunny,78
ORD0012037,SD006,Starbucks - UTC Westfield,UTC,mall,2024-02-09 19:37:35,2024-02-09,Friday,19,C006623,Iced Chai Tea Latte,Iced Tea,Venti,1,5.95,5.95,cold,No whip,Oat Milk,In-store,Mobile Pay,3,4,No,Light Rain,55
ORD0012038,SD004,Starbucks - Mission Valley Mall,Mission Valley,mall,2024-10-09 12:24:13,2024-10-09,Wednesday,12,C002786,Mango Dragonfruit Refresher,Refresher,Venti,1,5.45,5.45,cold,No customization,Coconut Milk,Mobile Order,Debit Card,3,4,No,Partly Cloudy,72
ORD0012039,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-09-03 01:35:40,2024-09-03,Tuesday,1,C002038,Chocolate Cookie,Bakery,One Size,2,2.95,5.9,cold,Oat milk swap,N/A,Mobile Order,Cash,1,5,No,Marine Layer,74
ORD0012040,SD007,Starbucks - Hillcrest,Hillcrest,suburban,2024-04-20 01:17:09,2024-04-20,Saturday,1,C004502,Caramel Frappuccino,Frappuccino,Tall,1,5.25,5.25,cold,Half-caf,2% Milk,In-store,Credit Card,2,4,No,Sunny,72
ORD0012041,SD010,Starbucks - Chula Vista Center,Chula Vista,mall,2024-11-05 23:28:51,2024-11-05,Tuesday,23,C002334,Mango Dragonfruit Refresher,Refresher,Trenta,1,5.95,5.95,cold,Oat milk swap,Nonfat Milk,Mobile Order,Starbucks App,3,4,No,Partly Cloudy,65
ORD0012042,SD009,Starbucks - Del Mar Plaza,Del Mar,suburban,2024-06-17 09:48:06,2024-06-17,Monday,9,C007006,Vanilla Latte,Hot Espresso,Tall,1,4.95,4.95,iced_variant,No customization,Almond Milk,Drive-thru,Credit Card,6,5,No,Sunny,79
ORD0012043,SD002,Starbucks - Pacific Beach Boardwalk,Pacific Beach,beach,2024-11-24 15:53:42,2024-11-24,Sunday,15,C006794,Mango Dragonfruit Refresher,Refresher,Trenta,1,5.95,5.95,cold,No whip,Almond Milk,Mobile Order,Mobile Pay,4,4,No,Sunny,68
